型号,品名,发货申请单号,数量,货款,头程运输费,总金额,币种,备注
2001,胶囊咖啡机,manual-2001-legacy-test-20260504,37,5500,0,5500,CNY,用户确认：2001/CM-2001 历史测试品，按 37 台、总成本 5500 RMB；退货派送费由利润模型另按 13.88 SAR 扣
